ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,10,2019,Elec- Agricultural,Y,0,0,
93101,11,2019,Elec- Agricultural,Y,0,0,
93101,12,2019,Elec- Agricultural,Y,0,0,
93110,10,2019,Elec- Agricultural,Y,0,0,
93110,11,2019,Elec- Agricultural,Y,0,0,
93110,12,2019,Elec- Agricultural,Y,0,0,
93117,10,2019,Elec- Agricultural,Y,0,0,
93117,11,2019,Elec- Agricultural,Y,0,0,
93117,12,2019,Elec- Agricultural,Y,0,0,
93202,10,2019,Elec- Agricultural,Y,0,0,
93202,11,2019,Elec- Agricultural,Y,0,0,
93202,12,2019,Elec- Agricultural,Y,0,0,
93203,10,2019,Elec- Agricultural,Y,0,0,
93203,11,2019,Elec- Agricultural,Y,0,0,
93203,12,2019,Elec- Agricultural,Y,0,0,
93204,10,2019,Elec- Agricultural,Y,0,0,
93204,11,2019,Elec- Agricultural,Y,0,0,
93204,12,2019,Elec- Agricultural,Y,0,0,
93206,10,2019,Elec- Agricultural,Y,0,0,
93206,11,2019,Elec- Agricultural,Y,0,0,
93206,12,2019,Elec- Agricultural,Y,0,0,
93210,10,2019,Elec- Agricultural,N,109,"2,710,287","24,865"
93210,11,2019,Elec- Agricultural,Y,241,"6,250,381","25,935"
93210,12,2019,Elec- Agricultural,Y,0,0,
93212,10,2019,Elec- Agricultural,Y,256,"8,694,312","33,962"
93212,11,2019,Elec- Agricultural,Y,0,0,
93212,12,2019,Elec- Agricultural,Y,0,0,
93215,10,2019,Elec- Agricultural,Y,0,0,
93215,11,2019,Elec- Agricultural,Y,0,0,
93215,12,2019,Elec- Agricultural,Y,0,0,
93219,10,2019,Elec- Agricultural,Y,0,0,
93219,11,2019,Elec- Agricultural,Y,0,0,
93219,12,2019,Elec- Agricultural,Y,0,0,
93224,10,2019,Elec- Agricultural,Y,0,0,
93224,11,2019,Elec- Agricultural,Y,0,0,
93224,12,2019,Elec- Agricultural,Y,0,0,
93225,10,2019,Elec- Agricultural,Y,0,0,
93225,11,2019,Elec- Agricultural,Y,0,0,
93225,12,2019,Elec- Agricultural,Y,0,0,
93230,10,2019,Elec- Agricultural,Y,391,"8,133,703","20,802"
93230,11,2019,Elec- Agricultural,Y,672,"13,283,944","19,768"
93230,12,2019,Elec- Agricultural,Y,669,"9,075,408","13,566"
93234,10,2019,Elec- Agricultural,Y,0,0,
93234,11,2019,Elec- Agricultural,Y,0,0,
93234,12,2019,Elec- Agricultural,Y,0,0,
93239,10,2019,Elec- Agricultural,Y,0,0,
93239,11,2019,Elec- Agricultural,Y,0,0,
93239,12,2019,Elec- Agricultural,Y,0,0,
93241,10,2019,Elec- Agricultural,Y,0,0,
93241,11,2019,Elec- Agricultural,Y,0,0,
93241,12,2019,Elec- Agricultural,Y,0,0,
93242,10,2019,Elec- Agricultural,Y,0,0,
93242,11,2019,Elec- Agricultural,Y,0,0,
93242,12,2019,Elec- Agricultural,Y,0,0,
93243,10,2019,Elec- Agricultural,Y,0,0,
93243,11,2019,Elec- Agricultural,Y,0,0,
93243,12,2019,Elec- Agricultural,Y,0,0,
93245,10,2019,Elec- Agricultural,Y,630,"4,825,904","7,660"
93245,11,2019,Elec- Agricultural,Y,837,"8,391,854","10,026"
93245,12,2019,Elec- Agricultural,Y,"1,217","7,795,329","6,405"
93249,10,2019,Elec- Agricultural,Y,0,0,
93249,11,2019,Elec- Agricultural,Y,0,0,
93249,12,2019,Elec- Agricultural,Y,0,0,
93250,10,2019,Elec- Agricultural,Y,0,0,
93250,11,2019,Elec- Agricultural,Y,0,0,
93250,12,2019,Elec- Agricultural,Y,0,0,
93251,10,2019,Elec- Agricultural,Y,0,0,
93251,11,2019,Elec- Agricultural,Y,0,0,
93251,12,2019,Elec- Agricultural,Y,0,0,
93252,10,2019,Elec- Agricultural,Y,0,0,
93252,11,2019,Elec- Agricultural,Y,0,0,
93252,12,2019,Elec- Agricultural,Y,0,0,
93254,10,2019,Elec- Agricultural,Y,0,0,
93254,11,2019,Elec- Agricultural,Y,0,0,
93254,12,2019,Elec- Agricultural,Y,0,0,
93256,10,2019,Elec- Agricultural,Y,0,0,
93256,11,2019,Elec- Agricultural,Y,0,0,
93256,12,2019,Elec- Agricultural,Y,0,0,
93262,10,2019,Elec- Agricultural,Y,0,0,
93262,11,2019,Elec- Agricultural,Y,0,0,
93262,12,2019,Elec- Agricultural,Y,0,0,
93263,10,2019,Elec- Agricultural,Y,0,0,
93263,11,2019,Elec- Agricultural,Y,0,0,
93263,12,2019,Elec- Agricultural,Y,0,0,
93266,10,2019,Elec- Agricultural,Y,0,0,
93266,11,2019,Elec- Agricultural,Y,0,0,
93266,12,2019,Elec- Agricultural,Y,0,0,
93268,10,2019,Elec- Agricultural,Y,0,0,
93268,11,2019,Elec- Agricultural,Y,0,0,
93268,12,2019,Elec- Agricultural,Y,0,0,
93272,10,2019,Elec- Agricultural,Y,0,0,
93272,11,2019,Elec- Agricultural,Y,0,0,
93272,12,2019,Elec- Agricultural,Y,0,0,
93274,10,2019,Elec- Agricultural,Y,0,0,
93274,11,2019,Elec- Agricultural,Y,0,0,
93274,12,2019,Elec- Agricultural,Y,0,0,
93276,10,2019,Elec- Agricultural,Y,0,0,
93276,11,2019,Elec- Agricultural,Y,0,0,
93276,12,2019,Elec- Agricultural,Y,0,0,
93277,10,2019,Elec- Agricultural,Y,0,0,
93277,11,2019,Elec- Agricultural,Y,0,0,
93277,12,2019,Elec- Agricultural,Y,0,0,
93280,10,2019,Elec- Agricultural,Y,816,"43,879,815","53,774"
