ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93101,10,2014,Elec- Commercial,Y,0,0,
93101,10,2014,Elec- Residential,Y,0,0,
93105,10,2014,Elec- Commercial,Y,0,0,
93105,10,2014,Elec- Residential,Y,0,0,
93110,10,2014,Elec- Commercial,Y,0,0,
93110,10,2014,Elec- Residential,Y,0,0,
93117,10,2014,Elec- Commercial,Y,0,0,
93117,10,2014,Elec- Residential,Y,0,0,
93201,10,2014,Elec- Residential,N,310,"159,041",513
93202,10,2014,Elec- Agricultural,Y,0,0,
93203,10,2014,Elec- Agricultural,Y,0,0,
93203,10,2014,Elec- Commercial,Y,0,0,
93203,10,2014,Elec- Industrial,Y,0,0,
93203,10,2014,Elec- Residential,Y,"4,506","2,413,101",536
93204,10,2014,Elec- Agricultural,Y,0,0,
93204,10,2014,Elec- Commercial,Y,0,0,
93204,10,2014,Elec- Industrial,Y,0,0,
93204,10,2014,Elec- Residential,N,"2,253","1,139,092",506
93206,10,2014,Elec- Agricultural,Y,0,0,
93206,10,2014,Elec- Commercial,Y,0,0,
93206,10,2014,Elec- Industrial,Y,0,0,
93206,10,2014,Elec- Residential,N,516,"346,577",672
93210,10,2014,Elec- Agricultural,Y,0,0,
93210,10,2014,Elec- Commercial,Y,0,0,
93210,10,2014,Elec- Industrial,Y,0,0,
93210,10,2014,Elec- Residential,N,"4,180","2,418,757",579
93212,10,2014,Elec- Agricultural,Y,0,0,
93212,10,2014,Elec- Commercial,Y,0,0,
93212,10,2014,Elec- Industrial,Y,0,0,
93212,10,2014,Elec- Residential,Y,"4,212","2,448,231",581
93215,10,2014,Elec- Agricultural,Y,0,0,
93219,10,2014,Elec- Agricultural,Y,0,0,
93219,10,2014,Elec- Commercial,Y,0,0,
93219,10,2014,Elec- Residential,Y,120,"73,640",614
93224,10,2014,Elec- Commercial,Y,0,0,
93224,10,2014,Elec- Industrial,Y,0,0,
93224,10,2014,Elec- Residential,Y,219,"143,248",654
93225,10,2014,Elec- Agricultural,Y,0,0,
93230,10,2014,Elec- Agricultural,Y,0,0,
93230,10,2014,Elec- Commercial,Y,0,0,
93230,10,2014,Elec- Industrial,Y,0,0,
93230,10,2014,Elec- Residential,N,921,"764,466",830
93234,10,2014,Elec- Agricultural,Y,0,0,
93234,10,2014,Elec- Commercial,Y,0,0,
93234,10,2014,Elec- Industrial,Y,0,0,
93234,10,2014,Elec- Residential,N,"1,427","743,877",521
93239,10,2014,Elec- Agricultural,Y,0,0,
93239,10,2014,Elec- Commercial,Y,0,0,
93239,10,2014,Elec- Residential,N,378,"196,897",521
93240,10,2014,Elec- Residential,Y,0,0,
93241,10,2014,Elec- Agricultural,Y,0,0,
93241,10,2014,Elec- Commercial,Y,0,0,
93241,10,2014,Elec- Residential,N,"3,391","1,719,779",507
93242,10,2014,Elec- Agricultural,Y,0,0,
93242,10,2014,Elec- Commercial,Y,0,0,
93242,10,2014,Elec- Residential,N,986,"671,692",681
93243,10,2014,Elec- Agricultural,Y,0,0,
93243,10,2014,Elec- Commercial,Y,0,0,
93243,10,2014,Elec- Industrial,Y,0,0,
93243,10,2014,Elec- Residential,Y,434,"199,148",459
93245,10,2014,Elec- Agricultural,Y,0,0,
93245,10,2014,Elec- Commercial,Y,0,0,
93245,10,2014,Elec- Industrial,Y,0,0,
93245,10,2014,Elec- Residential,N,"10,087","6,676,315",662
93249,10,2014,Elec- Agricultural,Y,0,0,
93249,10,2014,Elec- Commercial,Y,0,0,
93249,10,2014,Elec- Industrial,Y,0,0,
93249,10,2014,Elec- Residential,N,512,"265,537",519
93250,10,2014,Elec- Agricultural,Y,0,0,
93250,10,2014,Elec- Commercial,Y,0,0,
93250,10,2014,Elec- Industrial,Y,0,0,
93250,10,2014,Elec- Residential,N,"2,324","1,280,460",551
93251,10,2014,Elec- Agricultural,Y,0,0,
93251,10,2014,Elec- Commercial,Y,0,0,
93251,10,2014,Elec- Industrial,Y,0,0,
93251,10,2014,Elec- Residential,Y,0,0,
93252,10,2014,Elec- Agricultural,Y,0,0,
93252,10,2014,Elec- Commercial,Y,0,0,
93252,10,2014,Elec- Industrial,Y,0,0,
93252,10,2014,Elec- Residential,N,541,"314,951",582
93254,10,2014,Elec- Agricultural,Y,0,0,
93254,10,2014,Elec- Commercial,Y,0,0,
93254,10,2014,Elec- Residential,N,298,"155,145",521
93256,10,2014,Elec- Agricultural,Y,0,0,
93256,10,2014,Elec- Commercial,Y,0,0,
93256,10,2014,Elec- Residential,Y,0,0,
93262,10,2014,Elec- Commercial,Y,0,0,
93263,10,2014,Elec- Agricultural,Y,0,0,
93263,10,2014,Elec- Commercial,Y,"1,428","16,987,082","11,896"
93263,10,2014,Elec- Industrial,Y,0,0,
93263,10,2014,Elec- Residential,N,"5,407","3,131,611",579
93266,10,2014,Elec- Agricultural,Y,0,0,
93266,10,2014,Elec- Commercial,Y,0,0,
93266,10,2014,Elec- Residential,N,375,"229,273",611
93268,10,2014,Elec- Agricultural,Y,0,0,
93268,10,2014,Elec- Commercial,Y,0,0,
93268,10,2014,Elec- Industrial,Y,0,0,
93268,10,2014,Elec- Residential,N,"5,471","3,150,878",576
93272,10,2014,Elec- Agricultural,Y,0,0,
93272,10,2014,Elec- Commercial,Y,0,0,
93274,10,2014,Elec- Agricultural,Y,0,0,
93274,10,2014,Elec- Commercial,Y,0,0,
93274,10,2014,Elec- Residential,Y,0,0,
93276,10,2014,Elec- Agricultural,Y,0,0,
93276,10,2014,Elec- Commercial,Y,0,0,
93276,10,2014,Elec- Industrial,Y,0,0,
93276,10,2014,Elec- Residential,Y,0,0,
93277,10,2014,Elec- Agricultural,Y,0,0,
93277,10,2014,Elec- Commercial,Y,0,0,
93277,10,2014,Elec- Residential,Y,0,0,
93280,10,2014,Elec- Agricultural,Y,"2,020",111367267,"55,132"
93280,10,2014,Elec- Commercial,Y,0,0,
93280,10,2014,Elec- Industrial,Y,0,0,
93280,10,2014,Elec- Residential,N,"5,825","3,143,212",540
93286,10,2014,Elec- Agricultural,Y,0,0,
93286,10,2014,Elec- Commercial,Y,0,0,
93286,10,2014,Elec- Residential,N,350,"242,087",692
93287,10,2014,Elec- Residential,Y,0,0,
93291,10,2014,Elec- Agricultural,Y,0,0,
93291,10,2014,Elec- Commercial,Y,0,0,
93291,10,2014,Elec- Residential,Y,0,0,
93292,10,2014,Elec- Agricultural,Y,0,0,
93292,10,2014,Elec- Commercial,Y,0,0,
93292,10,2014,Elec- Residential,Y,162,"112,949",697
93301,10,2014,Elec- Agricultural,Y,0,0,
93301,10,2014,Elec- Commercial,Y,0,0,
93301,10,2014,Elec- Industrial,Y,0,0,
93301,10,2014,Elec- Residential,N,"5,328","2,748,812",516
93304,10,2014,Elec- Agricultural,Y,0,0,
93304,10,2014,Elec- Commercial,N,"1,017","10,706,676","10,528"
93304,10,2014,Elec- Industrial,Y,0,0,
93304,10,2014,Elec- Residential,N,"15,254","8,232,242",540
93305,10,2014,Elec- Agricultural,Y,0,0,
93305,10,2014,Elec- Commercial,Y,0,0,
93305,10,2014,Elec- Industrial,Y,0,0,
93305,10,2014,Elec- Residential,N,"10,474","5,410,605",517
93306,10,2014,Elec- Agricultural,Y,0,0,
93306,10,2014,Elec- Commercial,Y,0,0,
93306,10,2014,Elec- Industrial,Y,0,0,
93306,10,2014,Elec- Residential,Y,"21,261","13,907,786",654
93307,10,2014,Elec- Agricultural,N,342,"17,567,071","51,366"
93307,10,2014,Elec- Commercial,Y,"1,672","17,113,360","10,235"
93307,10,2014,Elec- Industrial,Y,0,0,
93307,10,2014,Elec- Residential,N,"21,408","12,035,437",562
93308,10,2014,Elec- Agricultural,Y,355,"16,020,147","45,127"
93308,10,2014,Elec- Commercial,Y,"7,531","97,277,364","12,917"
93308,10,2014,Elec- Industrial,Y,78,147705113,"1,893,655"
93308,10,2014,Elec- Residential,N,"18,960","12,319,239",650
93309,10,2014,Elec- Agricultural,Y,0,0,
93309,10,2014,Elec- Commercial,Y,0,0,
93309,10,2014,Elec- Residential,N,"22,708","13,717,876",604
