ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93117,1,2018,Elec- Agricultural,Y,0,0,
93117,2,2018,Elec- Agricultural,Y,0,0,
93117,3,2018,Elec- Agricultural,Y,0,0,
93203,1,2018,Elec- Agricultural,Y,0,0,
93203,2,2018,Elec- Agricultural,Y,0,0,
93203,3,2018,Elec- Agricultural,Y,0,0,
93204,1,2018,Elec- Agricultural,Y,0,0,
93204,2,2018,Elec- Agricultural,Y,0,0,
93204,3,2018,Elec- Agricultural,Y,0,0,
93206,1,2018,Elec- Agricultural,N,121,"3,260,553","26,947"
93206,2,2018,Elec- Agricultural,Y,0,0,
93206,3,2018,Elec- Agricultural,Y,0,0,
93210,1,2018,Elec- Agricultural,Y,0,0,
93210,2,2018,Elec- Agricultural,N,100,"1,880,561","18,806"
93210,3,2018,Elec- Agricultural,Y,0,0,
93212,1,2018,Elec- Agricultural,Y,0,0,
93212,2,2018,Elec- Agricultural,Y,0,0,
93212,3,2018,Elec- Agricultural,Y,0,0,
93215,1,2018,Elec- Agricultural,Y,0,0,
93215,2,2018,Elec- Agricultural,Y,0,0,
93215,3,2018,Elec- Agricultural,Y,0,0,
93219,1,2018,Elec- Agricultural,Y,0,0,
93219,2,2018,Elec- Agricultural,Y,0,0,
93219,3,2018,Elec- Agricultural,Y,0,0,
93225,1,2018,Elec- Agricultural,Y,0,0,
93225,2,2018,Elec- Agricultural,Y,0,0,
93225,3,2018,Elec- Agricultural,Y,0,0,
93230,1,2018,Elec- Agricultural,Y,0,0,
93230,2,2018,Elec- Agricultural,Y,0,0,
93230,3,2018,Elec- Agricultural,Y,0,0,
93234,1,2018,Elec- Agricultural,Y,0,0,
93234,2,2018,Elec- Agricultural,Y,344,"4,392,807","12,770"
93234,3,2018,Elec- Agricultural,Y,232,"5,410,122","23,319"
93239,1,2018,Elec- Agricultural,Y,0,0,
93239,2,2018,Elec- Agricultural,Y,0,0,
93239,3,2018,Elec- Agricultural,Y,0,0,
93241,1,2018,Elec- Agricultural,Y,0,0,
93241,2,2018,Elec- Agricultural,Y,0,0,
93241,3,2018,Elec- Agricultural,Y,0,0,
93242,1,2018,Elec- Agricultural,Y,0,0,
93242,2,2018,Elec- Agricultural,N,239,"2,727,827","11,414"
93242,3,2018,Elec- Agricultural,Y,0,0,
93243,1,2018,Elec- Agricultural,Y,0,0,
93243,2,2018,Elec- Agricultural,Y,0,0,
93243,3,2018,Elec- Agricultural,Y,0,0,
93245,1,2018,Elec- Agricultural,Y,0,0,
93245,2,2018,Elec- Agricultural,Y,0,0,
93245,3,2018,Elec- Agricultural,Y,0,0,
93249,1,2018,Elec- Agricultural,Y,0,0,
93249,2,2018,Elec- Agricultural,Y,0,0,
93249,3,2018,Elec- Agricultural,Y,0,0,
93250,1,2018,Elec- Agricultural,Y,0,0,
93250,2,2018,Elec- Agricultural,Y,358,"4,893,572","13,669"
93250,3,2018,Elec- Agricultural,Y,259,"2,276,839","8,791"
93251,1,2018,Elec- Agricultural,Y,0,0,
93251,2,2018,Elec- Agricultural,Y,0,0,
93251,3,2018,Elec- Agricultural,Y,0,0,
93252,1,2018,Elec- Agricultural,Y,0,0,
93252,2,2018,Elec- Agricultural,Y,0,0,
93252,3,2018,Elec- Agricultural,Y,0,0,
93254,1,2018,Elec- Agricultural,Y,0,0,
93254,2,2018,Elec- Agricultural,Y,0,0,
93254,3,2018,Elec- Agricultural,Y,0,0,
93256,1,2018,Elec- Agricultural,Y,0,0,
