ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,9,2018,Elec- Agricultural,Y,0,0,
93110,7,2018,Elec- Agricultural,Y,0,0,
93110,8,2018,Elec- Agricultural,Y,0,0,
93110,9,2018,Elec- Agricultural,Y,0,0,
93117,7,2018,Elec- Agricultural,Y,0,0,
93117,8,2018,Elec- Agricultural,Y,0,0,
93117,9,2018,Elec- Agricultural,Y,0,0,
93202,7,2018,Elec- Agricultural,Y,0,0,
93202,8,2018,Elec- Agricultural,Y,0,0,
93202,9,2018,Elec- Agricultural,Y,0,0,
93203,7,2018,Elec- Agricultural,Y,160,"16,220,318","101,377"
93203,8,2018,Elec- Agricultural,Y,160,"14,976,804","93,605"
93203,9,2018,Elec- Agricultural,Y,160,"11,252,251","70,327"
93204,7,2018,Elec- Agricultural,Y,0,0,
93204,8,2018,Elec- Agricultural,Y,0,0,
93204,9,2018,Elec- Agricultural,Y,0,0,
93206,7,2018,Elec- Agricultural,Y,126,"14,796,582","117,433"
93206,8,2018,Elec- Agricultural,N,124,"13,439,694","108,385"
93206,9,2018,Elec- Agricultural,Y,218,"12,077,627","55,402"
93210,7,2018,Elec- Agricultural,Y,0,0,
93210,8,2018,Elec- Agricultural,N,103,"6,509,275","63,197"
93210,9,2018,Elec- Agricultural,N,103,"5,082,647","49,346"
93212,7,2018,Elec- Agricultural,Y,0,0,
93212,8,2018,Elec- Agricultural,Y,0,0,
93212,9,2018,Elec- Agricultural,Y,0,0,
93215,7,2018,Elec- Agricultural,Y,0,0,
93215,8,2018,Elec- Agricultural,Y,0,0,
93215,9,2018,Elec- Agricultural,Y,0,0,
93219,7,2018,Elec- Agricultural,Y,0,0,
93219,8,2018,Elec- Agricultural,Y,0,0,
93219,9,2018,Elec- Agricultural,Y,0,0,
93225,7,2018,Elec- Agricultural,Y,0,0,
93225,8,2018,Elec- Agricultural,Y,0,0,
93225,9,2018,Elec- Agricultural,Y,0,0,
93230,7,2018,Elec- Agricultural,Y,726,"58,823,247","81,024"
93230,8,2018,Elec- Agricultural,Y,0,0,
93230,9,2018,Elec- Agricultural,Y,0,0,
93234,7,2018,Elec- Agricultural,Y,0,0,
93234,8,2018,Elec- Agricultural,Y,0,0,
93234,9,2018,Elec- Agricultural,Y,0,0,
93239,7,2018,Elec- Agricultural,Y,0,0,
93239,8,2018,Elec- Agricultural,Y,0,0,
93239,9,2018,Elec- Agricultural,Y,0,0,
93241,7,2018,Elec- Agricultural,Y,0,0,
93241,8,2018,Elec- Agricultural,Y,0,0,
93241,9,2018,Elec- Agricultural,Y,0,0,
93242,7,2018,Elec- Agricultural,N,246,"4,779,575","19,429"
93242,8,2018,Elec- Agricultural,N,246,"4,679,731","19,023"
93242,9,2018,Elec- Agricultural,N,246,"3,389,045","13,777"
93243,7,2018,Elec- Agricultural,Y,0,0,
93243,8,2018,Elec- Agricultural,Y,0,0,
93243,9,2018,Elec- Agricultural,Y,0,0,
93245,7,2018,Elec- Agricultural,Y,586,"17,716,064","30,232"
93245,8,2018,Elec- Agricultural,Y,"1,309","65,510,147","50,046"
93245,9,2018,Elec- Agricultural,Y,"1,309","40,349,253","30,824"
93249,7,2018,Elec- Agricultural,Y,0,0,
93249,8,2018,Elec- Agricultural,Y,0,0,
93249,9,2018,Elec- Agricultural,Y,0,0,
93250,7,2018,Elec- Agricultural,Y,168,"9,230,168","54,941"
93250,8,2018,Elec- Agricultural,Y,166,"8,240,688","49,643"
93250,9,2018,Elec- Agricultural,Y,166,"6,105,680","36,781"
93251,7,2018,Elec- Agricultural,Y,0,0,
93251,8,2018,Elec- Agricultural,Y,0,0,
93251,9,2018,Elec- Agricultural,Y,0,0,
93252,7,2018,Elec- Agricultural,Y,0,0,
