ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,10,2021,Elec- Agricultural,Y,0,0,
93101,11,2021,Elec- Agricultural,Y,0,0,
93101,12,2021,Elec- Agricultural,Y,0,0,
93110,10,2021,Elec- Agricultural,Y,0,0,
93110,11,2021,Elec- Agricultural,Y,0,0,
93110,12,2021,Elec- Agricultural,Y,0,0,
93117,10,2021,Elec- Agricultural,Y,0,0,
93117,11,2021,Elec- Agricultural,Y,0,0,
93117,12,2021,Elec- Agricultural,Y,0,0,
93202,10,2021,Elec- Agricultural,Y,0,0,
93202,11,2021,Elec- Agricultural,Y,0,0,
93202,12,2021,Elec- Agricultural,Y,0,0,
93203,10,2021,Elec- Agricultural,Y,0,0,
93203,11,2021,Elec- Agricultural,Y,0,0,
93203,12,2021,Elec- Agricultural,Y,0,0,
93204,10,2021,Elec- Agricultural,Y,0,0,
93204,11,2021,Elec- Agricultural,Y,0,0,
93204,12,2021,Elec- Agricultural,Y,0,0,
93206,10,2021,Elec- Agricultural,Y,0,0,
93206,11,2021,Elec- Agricultural,Y,0,0,
93206,12,2021,Elec- Agricultural,Y,0,0,
93210,10,2021,Elec- Agricultural,N,106,"5,455,847","51,470"
93210,11,2021,Elec- Agricultural,Y,770,"14,553,133","18,900"
93210,12,2021,Elec- Agricultural,Y,0,0,
93212,10,2021,Elec- Agricultural,Y,0,0,
93212,11,2021,Elec- Agricultural,Y,0,0,
93212,12,2021,Elec- Agricultural,Y,0,0,
93215,10,2021,Elec- Agricultural,Y,0,0,
93215,11,2021,Elec- Agricultural,Y,0,0,
93215,12,2021,Elec- Agricultural,Y,0,0,
93219,10,2021,Elec- Agricultural,Y,0,0,
93219,11,2021,Elec- Agricultural,Y,0,0,
93219,12,2021,Elec- Agricultural,Y,0,0,
93224,10,2021,Elec- Agricultural,Y,0,0,
93224,11,2021,Elec- Agricultural,Y,0,0,
93224,12,2021,Elec- Agricultural,Y,0,0,
93225,10,2021,Elec- Agricultural,Y,0,0,
93225,11,2021,Elec- Agricultural,Y,0,0,
93225,12,2021,Elec- Agricultural,Y,0,0,
93230,10,2021,Elec- Agricultural,Y,0,0,
93230,11,2021,Elec- Agricultural,Y,386,"6,987,793","18,103"
93230,12,2021,Elec- Agricultural,Y,0,0,
93234,10,2021,Elec- Agricultural,Y,303,"9,826,826","32,432"
93234,11,2021,Elec- Agricultural,Y,0,0,
93234,12,2021,Elec- Agricultural,Y,0,0,
93239,10,2021,Elec- Agricultural,Y,0,0,
93239,11,2021,Elec- Agricultural,Y,0,0,
93239,12,2021,Elec- Agricultural,Y,0,0,
93241,10,2021,Elec- Agricultural,Y,0,0,
93241,11,2021,Elec- Agricultural,Y,0,0,
93241,12,2021,Elec- Agricultural,Y,0,0,
93242,10,2021,Elec- Agricultural,Y,0,0,
93242,11,2021,Elec- Agricultural,Y,0,0,
93242,12,2021,Elec- Agricultural,Y,0,0,
93243,10,2021,Elec- Agricultural,Y,0,0,
93243,11,2021,Elec- Agricultural,Y,0,0,
93243,12,2021,Elec- Agricultural,Y,0,0,
93245,10,2021,Elec- Agricultural,Y,0,0,
93245,11,2021,Elec- Agricultural,Y,645,"9,446,102","14,645"
93245,12,2021,Elec- Agricultural,Y,837,"7,019,232","8,386"
93249,10,2021,Elec- Agricultural,Y,0,0,
93249,11,2021,Elec- Agricultural,Y,0,0,
93249,12,2021,Elec- Agricultural,Y,0,0,
93250,10,2021,Elec- Agricultural,Y,0,0,
93250,11,2021,Elec- Agricultural,Y,0,0,
93250,12,2021,Elec- Agricultural,Y,0,0,
93251,10,2021,Elec- Agricultural,Y,0,0,
93251,11,2021,Elec- Agricultural,Y,0,0,
93251,12,2021,Elec- Agricultural,Y,0,0,
93252,10,2021,Elec- Agricultural,Y,0,0,
93252,11,2021,Elec- Agricultural,Y,0,0,
93252,12,2021,Elec- Agricultural,Y,0,0,
93254,10,2021,Elec- Agricultural,Y,0,0,
93254,11,2021,Elec- Agricultural,Y,0,0,
93254,12,2021,Elec- Agricultural,Y,0,0,
93256,10,2021,Elec- Agricultural,Y,0,0,
93256,11,2021,Elec- Agricultural,Y,0,0,
93256,12,2021,Elec- Agricultural,Y,0,0,
93262,10,2021,Elec- Agricultural,Y,0,0,
93262,11,2021,Elec- Agricultural,Y,0,0,
93262,12,2021,Elec- Agricultural,Y,0,0,
93263,10,2021,Elec- Agricultural,Y,0,0,
93263,11,2021,Elec- Agricultural,Y,0,0,
93263,12,2021,Elec- Agricultural,Y,0,0,
93266,10,2021,Elec- Agricultural,Y,0,0,
93266,11,2021,Elec- Agricultural,Y,0,0,
93266,12,2021,Elec- Agricultural,Y,0,0,
93268,10,2021,Elec- Agricultural,Y,0,0,
93268,11,2021,Elec- Agricultural,Y,0,0,
