ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,1,2020,Elec- Agricultural,Y,0,0,
93101,2,2020,Elec- Agricultural,Y,0,0,
93101,3,2020,Elec- Agricultural,Y,0,0,
93110,1,2020,Elec- Agricultural,Y,0,0,
93110,2,2020,Elec- Agricultural,Y,0,0,
93110,3,2020,Elec- Agricultural,Y,0,0,
93117,1,2020,Elec- Agricultural,Y,0,0,
93117,2,2020,Elec- Agricultural,Y,0,0,
93117,3,2020,Elec- Agricultural,Y,0,0,
93202,1,2020,Elec- Agricultural,Y,0,0,
93202,2,2020,Elec- Agricultural,Y,0,0,
93202,3,2020,Elec- Agricultural,Y,0,0,
93203,1,2020,Elec- Agricultural,Y,0,0,
93203,2,2020,Elec- Agricultural,Y,0,0,
93203,3,2020,Elec- Agricultural,Y,0,0,
93204,1,2020,Elec- Agricultural,Y,0,0,
93204,2,2020,Elec- Agricultural,Y,0,0,
93204,3,2020,Elec- Agricultural,Y,0,0,
93206,1,2020,Elec- Agricultural,Y,0,0,
93206,2,2020,Elec- Agricultural,Y,259,"14,046,480","54,234"
93206,3,2020,Elec- Agricultural,Y,349,"21,871,997","62,670"
93210,1,2020,Elec- Agricultural,Y,0,0,
93210,2,2020,Elec- Agricultural,N,108,"2,732,693","25,303"
93210,3,2020,Elec- Agricultural,N,109,"2,892,721","26,539"
93212,1,2020,Elec- Agricultural,Y,0,0,
93212,2,2020,Elec- Agricultural,Y,0,0,
93212,3,2020,Elec- Agricultural,Y,0,0,
93215,1,2020,Elec- Agricultural,Y,0,0,
93215,2,2020,Elec- Agricultural,Y,0,0,
93215,3,2020,Elec- Agricultural,Y,0,0,
93219,1,2020,Elec- Agricultural,Y,0,0,
93219,2,2020,Elec- Agricultural,Y,0,0,
93219,3,2020,Elec- Agricultural,Y,0,0,
93224,1,2020,Elec- Agricultural,Y,0,0,
93224,2,2020,Elec- Agricultural,Y,0,0,
93224,3,2020,Elec- Agricultural,Y,0,0,
93225,1,2020,Elec- Agricultural,Y,0,0,
93225,2,2020,Elec- Agricultural,Y,0,0,
93225,3,2020,Elec- Agricultural,Y,0,0,
93230,1,2020,Elec- Agricultural,Y,0,0,
93230,2,2020,Elec- Agricultural,Y,0,0,
93230,3,2020,Elec- Agricultural,Y,0,0,
93234,1,2020,Elec- Agricultural,Y,0,0,
93234,2,2020,Elec- Agricultural,N,115,"1,765,301","15,350"
93234,3,2020,Elec- Agricultural,Y,0,0,
93239,1,2020,Elec- Agricultural,Y,0,0,
93239,2,2020,Elec- Agricultural,Y,0,0,
93239,3,2020,Elec- Agricultural,Y,0,0,
93241,1,2020,Elec- Agricultural,Y,0,0,
93241,2,2020,Elec- Agricultural,Y,0,0,
93241,3,2020,Elec- Agricultural,Y,0,0,
93242,1,2020,Elec- Agricultural,Y,0,0,
93242,2,2020,Elec- Agricultural,Y,0,0,
93242,3,2020,Elec- Agricultural,Y,0,0,
93243,1,2020,Elec- Agricultural,Y,0,0,
93243,2,2020,Elec- Agricultural,Y,0,0,
93243,3,2020,Elec- Agricultural,Y,0,0,
93245,1,2020,Elec- Agricultural,Y,0,0,
93245,2,2020,Elec- Agricultural,Y,"1,555","48,369,146","31,106"
93245,3,2020,Elec- Agricultural,Y,0,0,
93249,1,2020,Elec- Agricultural,Y,0,0,
93249,2,2020,Elec- Agricultural,Y,0,0,
93249,3,2020,Elec- Agricultural,Y,0,0,
93250,1,2020,Elec- Agricultural,Y,0,0,
93250,2,2020,Elec- Agricultural,N,153,"2,009,885","13,137"
93250,3,2020,Elec- Agricultural,Y,244,"3,427,278","14,046"
93251,1,2020,Elec- Agricultural,Y,0,0,
93251,2,2020,Elec- Agricultural,Y,0,0,
93251,3,2020,Elec- Agricultural,Y,0,0,
93252,1,2020,Elec- Agricultural,Y,0,0,
93252,2,2020,Elec- Agricultural,Y,0,0,
93252,3,2020,Elec- Agricultural,Y,0,0,
93254,1,2020,Elec- Agricultural,Y,0,0,
93254,2,2020,Elec- Agricultural,Y,0,0,
93254,3,2020,Elec- Agricultural,Y,0,0,
93256,1,2020,Elec- Agricultural,Y,0,0,
93256,2,2020,Elec- Agricultural,Y,0,0,
93256,3,2020,Elec- Agricultural,Y,0,0,
93262,1,2020,Elec- Agricultural,Y,0,0,
93262,2,2020,Elec- Agricultural,Y,0,0,
93262,3,2020,Elec- Agricultural,Y,0,0,
93263,1,2020,Elec- Agricultural,Y,0,0,
93263,2,2020,Elec- Agricultural,N,237,"9,211,689","38,868"
93263,3,2020,Elec- Agricultural,Y,0,0,
93266,1,2020,Elec- Agricultural,Y,0,0,
93266,2,2020,Elec- Agricultural,Y,0,0,
93266,3,2020,Elec- Agricultural,Y,0,0,
93268,1,2020,Elec- Agricultural,Y,0,0,
93268,2,2020,Elec- Agricultural,Y,0,0,
93268,3,2020,Elec- Agricultural,Y,0,0,
93272,1,2020,Elec- Agricultural,Y,0,0,
93272,2,2020,Elec- Agricultural,Y,0,0,
93272,3,2020,Elec- Agricultural,Y,0,0,
93274,1,2020,Elec- Agricultural,Y,0,0,
93274,2,2020,Elec- Agricultural,Y,0,0,
93274,3,2020,Elec- Agricultural,Y,0,0,
93276,1,2020,Elec- Agricultural,Y,0,0,
93276,2,2020,Elec- Agricultural,Y,0,0,
93276,3,2020,Elec- Agricultural,Y,0,0,
93277,1,2020,Elec- Agricultural,Y,0,0,
93277,2,2020,Elec- Agricultural,Y,0,0,
93277,3,2020,Elec- Agricultural,Y,0,0,
93280,1,2020,Elec- Agricultural,Y,"1,875","23,556,650","12,564"
93280,2,2020,Elec- Agricultural,Y,0,0,
93280,3,2020,Elec- Agricultural,Y,0,0,
93286,1,2020,Elec- Agricultural,Y,0,0,
93286,2,2020,Elec- Agricultural,Y,195,"374,281","1,919"
93286,3,2020,Elec- Agricultural,Y,0,0,
93291,1,2020,Elec- Agricultural,Y,0,0,
93291,2,2020,Elec- Agricultural,Y,0,0,
93291,3,2020,Elec- Agricultural,Y,0,0,
93292,1,2020,Elec- Agricultural,Y,0,0,
93292,2,2020,Elec- Agricultural,Y,0,0,
93292,3,2020,Elec- Agricultural,Y,0,0,
93301,1,2020,Elec- Agricultural,Y,0,0,
93301,2,2020,Elec- Agricultural,Y,0,0,
