ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,10,2020,Elec- Agricultural,Y,0,0,
93101,11,2020,Elec- Agricultural,Y,0,0,
93101,12,2020,Elec- Agricultural,Y,0,0,
93110,10,2020,Elec- Agricultural,Y,0,0,
93110,11,2020,Elec- Agricultural,Y,0,0,
93110,12,2020,Elec- Agricultural,Y,0,0,
93117,10,2020,Elec- Agricultural,Y,0,0,
93117,11,2020,Elec- Agricultural,Y,0,0,
93117,12,2020,Elec- Agricultural,Y,0,0,
93202,10,2020,Elec- Agricultural,Y,0,0,
93202,11,2020,Elec- Agricultural,Y,0,0,
93202,12,2020,Elec- Agricultural,Y,0,0,
93203,10,2020,Elec- Agricultural,Y,0,0,
93203,11,2020,Elec- Agricultural,Y,0,0,
93203,12,2020,Elec- Agricultural,Y,0,0,
93204,10,2020,Elec- Agricultural,Y,0,0,
93204,11,2020,Elec- Agricultural,Y,0,0,
93204,12,2020,Elec- Agricultural,Y,0,0,
93206,10,2020,Elec- Agricultural,Y,0,0,
93206,11,2020,Elec- Agricultural,Y,250,"8,757,920","35,032"
93206,12,2020,Elec- Agricultural,Y,0,0,
93210,10,2020,Elec- Agricultural,N,107,"5,024,699","46,960"
93210,11,2020,Elec- Agricultural,Y,0,0,
93210,12,2020,Elec- Agricultural,Y,208,"6,262,517","30,108"
93212,10,2020,Elec- Agricultural,Y,0,0,
93212,11,2020,Elec- Agricultural,Y,0,0,
93212,12,2020,Elec- Agricultural,Y,0,0,
93215,10,2020,Elec- Agricultural,Y,0,0,
93215,11,2020,Elec- Agricultural,Y,0,0,
93215,12,2020,Elec- Agricultural,Y,0,0,
93219,10,2020,Elec- Agricultural,Y,0,0,
93219,11,2020,Elec- Agricultural,Y,0,0,
93219,12,2020,Elec- Agricultural,Y,0,0,
93224,10,2020,Elec- Agricultural,Y,0,0,
93224,11,2020,Elec- Agricultural,Y,0,0,
93224,12,2020,Elec- Agricultural,Y,0,0,
93225,10,2020,Elec- Agricultural,Y,0,0,
93225,11,2020,Elec- Agricultural,Y,0,0,
93225,12,2020,Elec- Agricultural,Y,0,0,
93230,10,2020,Elec- Agricultural,Y,0,0,
93230,11,2020,Elec- Agricultural,Y,0,0,
93230,12,2020,Elec- Agricultural,Y,0,0,
93234,10,2020,Elec- Agricultural,N,120,"6,391,901","53,266"
93234,11,2020,Elec- Agricultural,Y,0,0,
93234,12,2020,Elec- Agricultural,Y,0,0,
93239,10,2020,Elec- Agricultural,Y,0,0,
93239,11,2020,Elec- Agricultural,Y,0,0,
93239,12,2020,Elec- Agricultural,Y,0,0,
93241,10,2020,Elec- Agricultural,Y,0,0,
93241,11,2020,Elec- Agricultural,Y,0,0,
93241,12,2020,Elec- Agricultural,Y,0,0,
93242,10,2020,Elec- Agricultural,Y,0,0,
93242,11,2020,Elec- Agricultural,Y,0,0,
93242,12,2020,Elec- Agricultural,Y,0,0,
93243,10,2020,Elec- Agricultural,Y,0,0,
93243,11,2020,Elec- Agricultural,Y,0,0,
93243,12,2020,Elec- Agricultural,Y,0,0,
93245,10,2020,Elec- Agricultural,Y,"1,185","34,067,313","28,749"
93245,11,2020,Elec- Agricultural,Y,0,0,
