ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,10,2018,Elec- Agricultural,Y,0,0,
93101,11,2018,Elec- Agricultural,Y,0,0,
93101,12,2018,Elec- Agricultural,Y,0,0,
93110,10,2018,Elec- Agricultural,Y,0,0,
93110,11,2018,Elec- Agricultural,Y,0,0,
93110,12,2018,Elec- Agricultural,Y,0,0,
93117,10,2018,Elec- Agricultural,Y,0,0,
93117,11,2018,Elec- Agricultural,Y,0,0,
93117,12,2018,Elec- Agricultural,Y,0,0,
93202,10,2018,Elec- Agricultural,Y,0,0,
93202,11,2018,Elec- Agricultural,Y,0,0,
93202,12,2018,Elec- Agricultural,Y,0,0,
93203,10,2018,Elec- Agricultural,Y,164,"9,235,145","56,312"
93203,11,2018,Elec- Agricultural,Y,0,0,
93203,12,2018,Elec- Agricultural,Y,0,0,
93204,10,2018,Elec- Agricultural,Y,0,0,
93204,11,2018,Elec- Agricultural,Y,0,0,
93204,12,2018,Elec- Agricultural,Y,0,0,
93206,10,2018,Elec- Agricultural,Y,221,"8,415,409","38,079"
93206,11,2018,Elec- Agricultural,Y,264,"8,530,838","32,314"
93206,12,2018,Elec- Agricultural,Y,0,0,
93210,10,2018,Elec- Agricultural,Y,0,0,
93210,11,2018,Elec- Agricultural,Y,0,0,
93210,12,2018,Elec- Agricultural,Y,0,0,
93212,10,2018,Elec- Agricultural,Y,0,0,
93212,11,2018,Elec- Agricultural,Y,0,0,
93212,12,2018,Elec- Agricultural,Y,0,0,
93215,10,2018,Elec- Agricultural,Y,0,0,
93215,11,2018,Elec- Agricultural,Y,0,0,
93215,12,2018,Elec- Agricultural,Y,0,0,
93219,10,2018,Elec- Agricultural,Y,0,0,
93219,11,2018,Elec- Agricultural,Y,0,0,
93219,12,2018,Elec- Agricultural,Y,0,0,
93225,10,2018,Elec- Agricultural,Y,0,0,
93225,11,2018,Elec- Agricultural,Y,0,0,
93225,12,2018,Elec- Agricultural,Y,0,0,
93230,10,2018,Elec- Agricultural,Y,0,0,
93230,11,2018,Elec- Agricultural,Y,0,0,
93230,12,2018,Elec- Agricultural,Y,0,0,
93234,10,2018,Elec- Agricultural,Y,238,"6,171,840","25,932"
93234,11,2018,Elec- Agricultural,Y,239,"5,081,866","21,263"
93234,12,2018,Elec- Agricultural,Y,0,0,
93239,10,2018,Elec- Agricultural,Y,0,0,
93239,11,2018,Elec- Agricultural,Y,0,0,
93239,12,2018,Elec- Agricultural,Y,0,0,
93241,10,2018,Elec- Agricultural,Y,0,0,
93241,11,2018,Elec- Agricultural,Y,0,0,
93241,12,2018,Elec- Agricultural,Y,0,0,
93242,10,2018,Elec- Agricultural,Y,0,0,
93242,11,2018,Elec- Agricultural,Y,0,0,
93242,12,2018,Elec- Agricultural,Y,0,0,
93243,10,2018,Elec- Agricultural,Y,0,0,
93243,11,2018,Elec- Agricultural,Y,0,0,
93243,12,2018,Elec- Agricultural,Y,0,0,
93245,10,2018,Elec- Agricultural,Y,0,0,
93245,11,2018,Elec- Agricultural,Y,0,0,
93245,12,2018,Elec- Agricultural,Y,0,0,
93249,10,2018,Elec- Agricultural,Y,0,0,
93249,11,2018,Elec- Agricultural,Y,0,0,
93249,12,2018,Elec- Agricultural,Y,0,0,
93250,10,2018,Elec- Agricultural,Y,354,"8,671,141","24,495"
93250,11,2018,Elec- Agricultural,Y,274,"4,530,278","16,534"
93250,12,2018,Elec- Agricultural,Y,0,0,
93251,10,2018,Elec- Agricultural,Y,0,0,
93251,11,2018,Elec- Agricultural,Y,0,0,
93251,12,2018,Elec- Agricultural,Y,0,0,
93252,10,2018,Elec- Agricultural,Y,0,0,
93252,11,2018,Elec- Agricultural,Y,0,0,
93252,12,2018,Elec- Agricultural,Y,0,0,
93254,10,2018,Elec- Agricultural,Y,0,0,
93254,11,2018,Elec- Agricultural,Y,0,0,
93254,12,2018,Elec- Agricultural,Y,0,0,
93256,10,2018,Elec- Agricultural,Y,0,0,
93256,11,2018,Elec- Agricultural,Y,0,0,
93256,12,2018,Elec- Agricultural,Y,0,0,
93262,10,2018,Elec- Agricultural,Y,0,0,
93262,11,2018,Elec- Agricultural,Y,0,0,
93262,12,2018,Elec- Agricultural,Y,0,0,
93263,10,2018,Elec- Agricultural,Y,0,0,
93263,11,2018,Elec- Agricultural,Y,0,0,
93263,12,2018,Elec- Agricultural,Y,0,0,
93266,10,2018,Elec- Agricultural,Y,0,0,
93266,11,2018,Elec- Agricultural,Y,0,0,
93266,12,2018,Elec- Agricultural,Y,0,0,
93268,10,2018,Elec- Agricultural,Y,0,0,
93268,11,2018,Elec- Agricultural,Y,0,0,
93268,12,2018,Elec- Agricultural,Y,0,0,
93272,10,2018,Elec- Agricultural,Y,0,0,
93272,11,2018,Elec- Agricultural,Y,0,0,
93272,12,2018,Elec- Agricultural,Y,0,0,
93274,10,2018,Elec- Agricultural,Y,0,0,
93274,11,2018,Elec- Agricultural,Y,0,0,
93274,12,2018,Elec- Agricultural,Y,0,0,
93276,10,2018,Elec- Agricultural,Y,0,0,
93276,11,2018,Elec- Agricultural,Y,0,0,
93276,12,2018,Elec- Agricultural,Y,0,0,
93277,10,2018,Elec- Agricultural,Y,0,0,
93277,11,2018,Elec- Agricultural,Y,0,0,
93277,12,2018,Elec- Agricultural,Y,0,0,
93280,10,2018,Elec- Agricultural,Y,"1,911","76,975,001","40,280"
93280,11,2018,Elec- Agricultural,Y,0,0,
93280,12,2018,Elec- Agricultural,Y,0,0,
93286,10,2018,Elec- Agricultural,Y,192,"634,349","3,304"
93286,11,2018,Elec- Agricultural,Y,193,"440,789","2,284"
93286,12,2018,Elec- Agricultural,Y,0,0,
93291,10,2018,Elec- Agricultural,Y,0,0,
93291,11,2018,Elec- Agricultural,Y,0,0,
93291,12,2018,Elec- Agricultural,Y,0,0,
93292,10,2018,Elec- Agricultural,Y,0,0,
93292,11,2018,Elec- Agricultural,Y,0,0,
93292,12,2018,Elec- Agricultural,Y,0,0,
93301,10,2018,Elec- Agricultural,Y,0,0,
93301,11,2018,Elec- Agricultural,Y,0,0,
93301,12,2018,Elec- Agricultural,Y,0,0,
93304,10,2018,Elec- Agricultural,Y,116,"1,907,998","16,448"
93304,11,2018,Elec- Agricultural,Y,181,"1,655,386","9,146"
93304,12,2018,Elec- Agricultural,Y,0,0,
93305,10,2018,Elec- Agricultural,Y,0,0,
93305,11,2018,Elec- Agricultural,Y,0,0,
93305,12,2018,Elec- Agricultural,Y,0,0,
