ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,7,2020,Elec- Agricultural,Y,0,0,
93101,8,2020,Elec- Agricultural,Y,0,0,
93101,9,2020,Elec- Agricultural,Y,0,0,
93110,7,2020,Elec- Agricultural,Y,0,0,
93110,8,2020,Elec- Agricultural,Y,0,0,
93110,9,2020,Elec- Agricultural,Y,0,0,
93117,7,2020,Elec- Agricultural,Y,0,0,
93117,8,2020,Elec- Agricultural,Y,0,0,
93117,9,2020,Elec- Agricultural,Y,0,0,
93202,7,2020,Elec- Agricultural,Y,0,0,
93202,8,2020,Elec- Agricultural,Y,0,0,
93202,9,2020,Elec- Agricultural,Y,0,0,
93203,7,2020,Elec- Agricultural,Y,160,"14,642,939","91,518"
93203,8,2020,Elec- Agricultural,Y,160,"13,650,842","85,318"
93203,9,2020,Elec- Agricultural,Y,0,0,
93204,7,2020,Elec- Agricultural,Y,0,0,
93204,8,2020,Elec- Agricultural,Y,0,0,
93204,9,2020,Elec- Agricultural,Y,0,0,
93206,7,2020,Elec- Agricultural,Y,0,0,
93206,8,2020,Elec- Agricultural,N,120,"12,961,620","108,014"
93206,9,2020,Elec- Agricultural,N,120,"7,500,465","62,504"
93210,7,2020,Elec- Agricultural,N,106,"11,586,892","109,310"
93210,8,2020,Elec- Agricultural,N,107,"10,095,553","94,351"
93210,9,2020,Elec- Agricultural,N,107,"6,907,414","64,555"
93212,7,2020,Elec- Agricultural,Y,0,0,
93212,8,2020,Elec- Agricultural,Y,0,0,
93212,9,2020,Elec- Agricultural,Y,264,"17,718,749","67,116"
93215,7,2020,Elec- Agricultural,Y,0,0,
93215,8,2020,Elec- Agricultural,Y,0,0,
93215,9,2020,Elec- Agricultural,Y,0,0,
93219,7,2020,Elec- Agricultural,Y,0,0,
93219,8,2020,Elec- Agricultural,Y,0,0,
93219,9,2020,Elec- Agricultural,Y,22,"1,261,950","57,361"
93224,7,2020,Elec- Agricultural,Y,0,0,
93224,8,2020,Elec- Agricultural,Y,0,0,
93224,9,2020,Elec- Agricultural,Y,0,0,
93225,7,2020,Elec- Agricultural,Y,0,0,
93225,8,2020,Elec- Agricultural,Y,0,0,
93225,9,2020,Elec- Agricultural,Y,0,0,
93230,7,2020,Elec- Agricultural,Y,0,0,
93230,8,2020,Elec- Agricultural,Y,730,"55,475,626","75,994"
93230,9,2020,Elec- Agricultural,Y,0,0,
93234,7,2020,Elec- Agricultural,Y,0,0,
93234,8,2020,Elec- Agricultural,Y,0,0,
93234,9,2020,Elec- Agricultural,N,118,"7,666,957","64,974"
93239,7,2020,Elec- Agricultural,Y,0,0,
93239,8,2020,Elec- Agricultural,Y,0,0,
93239,9,2020,Elec- Agricultural,Y,0,0,
93241,7,2020,Elec- Agricultural,Y,0,0,
93241,8,2020,Elec- Agricultural,Y,0,0,
93241,9,2020,Elec- Agricultural,Y,0,0,
93242,7,2020,Elec- Agricultural,N,234,"4,440,453","18,976"
93242,8,2020,Elec- Agricultural,Y,0,0,
93242,9,2020,Elec- Agricultural,Y,0,0,
93243,7,2020,Elec- Agricultural,Y,0,0,
93243,8,2020,Elec- Agricultural,Y,0,0,
93243,9,2020,Elec- Agricultural,Y,0,0,
93245,7,2020,Elec- Agricultural,Y,"1,313","86,838,644","66,138"
93245,8,2020,Elec- Agricultural,Y,582,"18,506,235","31,798"
93245,9,2020,Elec- Agricultural,Y,903,"18,448,556","20,430"
93249,7,2020,Elec- Agricultural,Y,0,0,
93249,8,2020,Elec- Agricultural,Y,0,0,
93249,9,2020,Elec- Agricultural,Y,0,0,
93250,7,2020,Elec- Agricultural,Y,154,"9,304,397","60,418"
93250,8,2020,Elec- Agricultural,Y,351,"17,642,731","50,264"
93250,9,2020,Elec- Agricultural,Y,347,"12,748,869","36,740"
93251,7,2020,Elec- Agricultural,Y,0,0,
93251,8,2020,Elec- Agricultural,Y,0,0,
93251,9,2020,Elec- Agricultural,Y,0,0,
93252,7,2020,Elec- Agricultural,Y,0,0,
93252,8,2020,Elec- Agricultural,Y,0,0,
93252,9,2020,Elec- Agricultural,Y,0,0,
93254,7,2020,Elec- Agricultural,Y,0,0,
93254,8,2020,Elec- Agricultural,Y,0,0,
93254,9,2020,Elec- Agricultural,Y,0,0,
93256,7,2020,Elec- Agricultural,Y,0,0,
93256,8,2020,Elec- Agricultural,Y,0,0,
93256,9,2020,Elec- Agricultural,Y,0,0,
93262,7,2020,Elec- Agricultural,Y,0,0,
93262,8,2020,Elec- Agricultural,Y,0,0,
93262,9,2020,Elec- Agricultural,Y,0,0,
93263,7,2020,Elec- Agricultural,Y,0,0,
93263,8,2020,Elec- Agricultural,Y,0,0,
93263,9,2020,Elec- Agricultural,Y,0,0,
93266,7,2020,Elec- Agricultural,Y,0,0,
93266,8,2020,Elec- Agricultural,Y,0,0,
93266,9,2020,Elec- Agricultural,Y,0,0,
93268,7,2020,Elec- Agricultural,Y,0,0,
93268,8,2020,Elec- Agricultural,Y,0,0,
93268,9,2020,Elec- Agricultural,Y,0,0,
93272,7,2020,Elec- Agricultural,Y,0,0,
93272,8,2020,Elec- Agricultural,Y,0,0,
93272,9,2020,Elec- Agricultural,Y,0,0,
93274,7,2020,Elec- Agricultural,Y,0,0,
93274,8,2020,Elec- Agricultural,Y,0,0,
93274,9,2020,Elec- Agricultural,Y,0,0,
93276,7,2020,Elec- Agricultural,Y,0,0,
93276,8,2020,Elec- Agricultural,Y,0,0,
93276,9,2020,Elec- Agricultural,Y,0,0,
93277,7,2020,Elec- Agricultural,Y,0,0,
93277,8,2020,Elec- Agricultural,Y,0,0,
93277,9,2020,Elec- Agricultural,Y,0,0,
93280,7,2020,Elec- Agricultural,Y,771,122549774,"158,949"
93280,8,2020,Elec- Agricultural,Y,648,"95,501,219","147,378"
93280,9,2020,Elec- Agricultural,Y,645,"73,573,287","114,067"
93286,7,2020,Elec- Agricultural,Y,0,0,
93286,8,2020,Elec- Agricultural,Y,181,"1,358,400","7,505"
93286,9,2020,Elec- Agricultural,Y,181,"1,028,771","5,684"
93291,7,2020,Elec- Agricultural,Y,0,0,
93291,8,2020,Elec- Agricultural,Y,0,0,
93291,9,2020,Elec- Agricultural,Y,0,0,
93292,7,2020,Elec- Agricultural,Y,0,0,
93292,8,2020,Elec- Agricultural,Y,0,0,
93292,9,2020,Elec- Agricultural,Y,0,0,
93301,7,2020,Elec- Agricultural,Y,0,0,
93301,8,2020,Elec- Agricultural,Y,0,0,
93301,9,2020,Elec- Agricultural,Y,0,0,
93304,7,2020,Elec- Agricultural,Y,0,0,
93304,8,2020,Elec- Agricultural,Y,114,"4,367,478","38,311"
93304,9,2020,Elec- Agricultural,Y,0,0,
93305,7,2020,Elec- Agricultural,Y,0,0,
93305,8,2020,Elec- Agricultural,Y,0,0,
93305,9,2020,Elec- Agricultural,Y,0,0,
93306,7,2020,Elec- Agricultural,Y,0,0,
93306,8,2020,Elec- Agricultural,Y,0,0,
93306,9,2020,Elec- Agricultural,Y,0,0,
93307,7,2020,Elec- Agricultural,Y,494,"35,206,370","71,268"
93307,8,2020,Elec- Agricultural,Y,380,"24,522,827","64,534"
93307,9,2020,Elec- Agricultural,Y,648,"31,759,708","49,012"
93308,7,2020,Elec- Agricultural,Y,383,"33,774,182","88,183"
93308,8,2020,Elec- Agricultural,Y,0,0,
93308,9,2020,Elec- Agricultural,Y,0,0,
93309,7,2020,Elec- Agricultural,Y,0,0,
93309,8,2020,Elec- Agricultural,Y,0,0,
93309,9,2020,Elec- Agricultural,Y,0,0,
93311,7,2020,Elec- Agricultural,Y,0,0,
93311,8,2020,Elec- Agricultural,Y,185,"18,533,939","100,183"
93311,9,2020,Elec- Agricultural,Y,186,"13,364,872","71,854"
93312,7,2020,Elec- Agricultural,Y,0,0,
93312,8,2020,Elec- Agricultural,Y,0,0,
93312,9,2020,Elec- Agricultural,Y,0,0,
93313,7,2020,Elec- Agricultural,N,191,"8,141,697","42,627"
93313,8,2020,Elec- Agricultural,N,191,"6,542,175","34,252"
93313,9,2020,Elec- Agricultural,Y,196,"4,408,274","22,491"
93314,7,2020,Elec- Agricultural,Y,0,0,
93314,8,2020,Elec- Agricultural,Y,0,0,
93314,9,2020,Elec- Agricultural,Y,0,0,
93401,7,2020,Elec- Agricultural,Y,0,0,
93401,8,2020,Elec- Agricultural,Y,0,0,
93401,9,2020,Elec- Agricultural,Y,0,0,
93402,7,2020,Elec- Agricultural,Y,0,0,
93402,8,2020,Elec- Agricultural,Y,0,0,
93402,9,2020,Elec- Agricultural,Y,0,0,
93405,7,2020,Elec- Agricultural,Y,0,0,
93405,8,2020,Elec- Agricultural,Y,0,0,
93405,9,2020,Elec- Agricultural,Y,0,0,
93420,7,2020,Elec- Agricultural,Y,"1,179","39,528,500","33,527"
93420,8,2020,Elec- Agricultural,Y,"1,181","39,434,404","33,391"
93420,9,2020,Elec- Agricultural,Y,"1,180","31,508,134","26,702"
93422,7,2020,Elec- Agricultural,Y,0,0,
93422,8,2020,Elec- Agricultural,Y,0,0,
93422,9,2020,Elec- Agricultural,Y,0,0,
93426,7,2020,Elec- Agricultural,Y,0,0,
93426,8,2020,Elec- Agricultural,Y,0,0,
93426,9,2020,Elec- Agricultural,Y,0,0,
93427,7,2020,Elec- Agricultural,Y,0,0,
93427,8,2020,Elec- Agricultural,Y,0,0,
93427,9,2020,Elec- Agricultural,Y,0,0,
93428,7,2020,Elec- Agricultural,Y,87,"102,281","1,176"
93428,8,2020,Elec- Agricultural,Y,86,"118,132","1,374"
93428,9,2020,Elec- Agricultural,Y,86,"116,442","1,354"
93430,7,2020,Elec- Agricultural,Y,0,0,
93430,8,2020,Elec- Agricultural,Y,0,0,
93430,9,2020,Elec- Agricultural,Y,0,0,
93432,7,2020,Elec- Agricultural,Y,0,0,
93432,8,2020,Elec- Agricultural,Y,0,0,
93432,9,2020,Elec- Agricultural,Y,0,0,
93433,7,2020,Elec- Agricultural,Y,0,0,
93433,8,2020,Elec- Agricultural,Y,0,0,
93433,9,2020,Elec- Agricultural,Y,0,0,
93434,7,2020,Elec- Agricultural,Y,0,0,
93434,8,2020,Elec- Agricultural,Y,0,0,
93434,9,2020,Elec- Agricultural,Y,0,0,
93435,7,2020,Elec- Agricultural,Y,0,0,
93435,8,2020,Elec- Agricultural,Y,0,0,
93435,9,2020,Elec- Agricultural,Y,0,0,
93436,7,2020,Elec- Agricultural,Y,352,"3,001,028","8,526"
93436,8,2020,Elec- Agricultural,Y,352,"3,050,319","8,666"
93436,9,2020,Elec- Agricultural,Y,306,"2,199,280","7,187"
93437,7,2020,Elec- Agricultural,Y,0,0,
93437,8,2020,Elec- Agricultural,Y,0,0,
93437,9,2020,Elec- Agricultural,Y,0,0,
93441,7,2020,Elec- Agricultural,Y,0,0,
93441,8,2020,Elec- Agricultural,Y,0,0,
93441,9,2020,Elec- Agricultural,Y,0,0,
93442,7,2020,Elec- Agricultural,Y,0,0,
93442,8,2020,Elec- Agricultural,Y,0,0,
93442,9,2020,Elec- Agricultural,Y,0,0,
93444,7,2020,Elec- Agricultural,Y,0,0,
93444,8,2020,Elec- Agricultural,Y,0,0,
93444,9,2020,Elec- Agricultural,Y,0,0,
93445,7,2020,Elec- Agricultural,Y,0,0,
93445,8,2020,Elec- Agricultural,Y,0,0,
93445,9,2020,Elec- Agricultural,Y,0,0,
93446,7,2020,Elec- Agricultural,Y,654,"3,865,834","5,911"
93446,8,2020,Elec- Agricultural,Y,533,"3,347,806","6,281"
93446,9,2020,Elec- Agricultural,Y,604,"3,870,000","6,407"
93449,7,2020,Elec- Agricultural,Y,0,0,
93449,8,2020,Elec- Agricultural,Y,0,0,
93449,9,2020,Elec- Agricultural,Y,0,0,
93450,7,2020,Elec- Agricultural,Y,0,0,
93450,8,2020,Elec- Agricultural,Y,0,0,
93450,9,2020,Elec- Agricultural,Y,0,0,
93451,7,2020,Elec- Agricultural,Y,0,0,
93451,8,2020,Elec- Agricultural,N,122,"1,119,435","9,176"
