ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,7,2021,Elec- Agricultural,Y,0,0,
93101,8,2021,Elec- Agricultural,Y,0,0,
93101,9,2021,Elec- Agricultural,Y,0,0,
93110,7,2021,Elec- Agricultural,Y,0,0,
93110,8,2021,Elec- Agricultural,Y,0,0,
93110,9,2021,Elec- Agricultural,Y,0,0,
93117,7,2021,Elec- Agricultural,Y,0,0,
93117,8,2021,Elec- Agricultural,Y,0,0,
93117,9,2021,Elec- Agricultural,Y,0,0,
93202,7,2021,Elec- Agricultural,Y,0,0,
93202,8,2021,Elec- Agricultural,Y,0,0,
93202,9,2021,Elec- Agricultural,Y,0,0,
93203,7,2021,Elec- Agricultural,Y,160,"17,768,362","111,052"
93203,8,2021,Elec- Agricultural,Y,161,"16,292,576","101,196"
93203,9,2021,Elec- Agricultural,Y,0,0,
93204,7,2021,Elec- Agricultural,Y,0,0,
93204,8,2021,Elec- Agricultural,Y,0,0,
93204,9,2021,Elec- Agricultural,Y,0,0,
93206,7,2021,Elec- Agricultural,N,123,"17,937,836","145,836"
93206,8,2021,Elec- Agricultural,N,123,"16,149,474","131,297"
93206,9,2021,Elec- Agricultural,Y,0,0,
93210,7,2021,Elec- Agricultural,Y,0,0,
93210,8,2021,Elec- Agricultural,Y,0,0,
93210,9,2021,Elec- Agricultural,Y,0,0,
93212,7,2021,Elec- Agricultural,Y,0,0,
93212,8,2021,Elec- Agricultural,Y,0,0,
93212,9,2021,Elec- Agricultural,Y,289,"26,425,065","91,436"
93215,7,2021,Elec- Agricultural,Y,0,0,
93215,8,2021,Elec- Agricultural,Y,0,0,
93215,9,2021,Elec- Agricultural,Y,0,0,
93219,7,2021,Elec- Agricultural,Y,0,0,
93219,8,2021,Elec- Agricultural,Y,0,0,
93219,9,2021,Elec- Agricultural,Y,0,0,
93224,7,2021,Elec- Agricultural,Y,0,0,
93224,8,2021,Elec- Agricultural,Y,0,0,
93224,9,2021,Elec- Agricultural,Y,0,0,
93225,7,2021,Elec- Agricultural,Y,0,0,
93225,8,2021,Elec- Agricultural,Y,0,0,
93225,9,2021,Elec- Agricultural,Y,0,0,
93230,7,2021,Elec- Agricultural,Y,725,"73,060,569","100,773"
93230,8,2021,Elec- Agricultural,Y,727,"65,014,221","89,428"
93230,9,2021,Elec- Agricultural,Y,390,"13,395,740","34,348"
93234,7,2021,Elec- Agricultural,Y,0,0,
93234,8,2021,Elec- Agricultural,Y,0,0,
93234,9,2021,Elec- Agricultural,Y,0,0,
93239,7,2021,Elec- Agricultural,Y,0,0,
93239,8,2021,Elec- Agricultural,Y,0,0,
93239,9,2021,Elec- Agricultural,Y,0,0,
93241,7,2021,Elec- Agricultural,Y,0,0,
93241,8,2021,Elec- Agricultural,Y,0,0,
