ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,4,2021,Elec- Agricultural,Y,0,0,
93101,5,2021,Elec- Agricultural,Y,0,0,
93101,6,2021,Elec- Agricultural,Y,0,0,
93110,4,2021,Elec- Agricultural,Y,0,0,
93110,5,2021,Elec- Agricultural,Y,0,0,
93110,6,2021,Elec- Agricultural,Y,0,0,
93117,4,2021,Elec- Agricultural,Y,0,0,
93117,5,2021,Elec- Agricultural,Y,0,0,
93117,6,2021,Elec- Agricultural,Y,0,0,
93202,4,2021,Elec- Agricultural,Y,0,0,
93202,5,2021,Elec- Agricultural,Y,0,0,
93202,6,2021,Elec- Agricultural,Y,0,0,
93203,4,2021,Elec- Agricultural,Y,160,"11,363,398","71,021"
93203,5,2021,Elec- Agricultural,Y,161,"15,594,935","96,863"
93203,6,2021,Elec- Agricultural,Y,160,"17,042,571","106,516"
93204,4,2021,Elec- Agricultural,Y,0,0,
93204,5,2021,Elec- Agricultural,Y,0,0,
93204,6,2021,Elec- Agricultural,Y,0,0,
93206,4,2021,Elec- Agricultural,Y,0,0,
93206,5,2021,Elec- Agricultural,Y,0,0,
93206,6,2021,Elec- Agricultural,N,123,"16,179,691","131,542"
93210,4,2021,Elec- Agricultural,Y,0,0,
93210,5,2021,Elec- Agricultural,Y,127,"13,603,646","107,115"
93210,6,2021,Elec- Agricultural,Y,126,"14,063,887","111,618"
93212,4,2021,Elec- Agricultural,Y,0,0,
93212,5,2021,Elec- Agricultural,Y,0,0,
93212,6,2021,Elec- Agricultural,Y,0,0,
93215,4,2021,Elec- Agricultural,Y,0,0,
93215,5,2021,Elec- Agricultural,Y,0,0,
93215,6,2021,Elec- Agricultural,Y,0,0,
93219,4,2021,Elec- Agricultural,Y,0,0,
93219,5,2021,Elec- Agricultural,Y,0,0,
93219,6,2021,Elec- Agricultural,Y,0,0,
93224,4,2021,Elec- Agricultural,Y,0,0,
93224,5,2021,Elec- Agricultural,Y,0,0,
93224,6,2021,Elec- Agricultural,Y,0,0,
93225,4,2021,Elec- Agricultural,Y,0,0,
93225,5,2021,Elec- Agricultural,Y,0,0,
93225,6,2021,Elec- Agricultural,Y,0,0,
93230,4,2021,Elec- Agricultural,Y,0,0,
93230,5,2021,Elec- Agricultural,Y,720,"61,070,682","84,820"
93230,6,2021,Elec- Agricultural,Y,722,"68,044,304","94,244"
93234,4,2021,Elec- Agricultural,Y,0,0,
93234,5,2021,Elec- Agricultural,Y,0,0,
93234,6,2021,Elec- Agricultural,Y,0,0,
93239,4,2021,Elec- Agricultural,Y,0,0,
93239,5,2021,Elec- Agricultural,Y,0,0,
93239,6,2021,Elec- Agricultural,Y,0,0,
93241,4,2021,Elec- Agricultural,Y,0,0,
93241,5,2021,Elec- Agricultural,Y,0,0,
93241,6,2021,Elec- Agricultural,Y,0,0,
93242,4,2021,Elec- Agricultural,Y,0,0,
93242,5,2021,Elec- Agricultural,Y,0,0,
93242,6,2021,Elec- Agricultural,N,231,"5,359,789","23,203"
93243,4,2021,Elec- Agricultural,Y,0,0,
93243,5,2021,Elec- Agricultural,Y,0,0,
93243,6,2021,Elec- Agricultural,Y,0,0,
93245,4,2021,Elec- Agricultural,Y,0,0,
93245,5,2021,Elec- Agricultural,Y,834,"46,201,306","55,397"
93245,6,2021,Elec- Agricultural,Y,621,"37,270,789","60,017"
93249,4,2021,Elec- Agricultural,Y,0,0,
93249,5,2021,Elec- Agricultural,Y,0,0,
93249,6,2021,Elec- Agricultural,Y,0,0,
93250,4,2021,Elec- Agricultural,Y,0,0,
93250,5,2021,Elec- Agricultural,Y,356,"20,347,649","57,156"
93250,6,2021,Elec- Agricultural,Y,157,"13,457,484","85,716"
93251,4,2021,Elec- Agricultural,Y,0,0,
93251,5,2021,Elec- Agricultural,Y,0,0,
93251,6,2021,Elec- Agricultural,Y,0,0,
93252,4,2021,Elec- Agricultural,Y,0,0,
93252,5,2021,Elec- Agricultural,Y,0,0,
93252,6,2021,Elec- Agricultural,Y,0,0,
93254,4,2021,Elec- Agricultural,Y,0,0,
93254,5,2021,Elec- Agricultural,Y,0,0,
93254,6,2021,Elec- Agricultural,Y,0,0,
93256,4,2021,Elec- Agricultural,Y,0,0,
93256,5,2021,Elec- Agricultural,Y,0,0,
93256,6,2021,Elec- Agricultural,Y,0,0,
93262,4,2021,Elec- Agricultural,Y,0,0,
93262,5,2021,Elec- Agricultural,Y,0,0,
93262,6,2021,Elec- Agricultural,Y,0,0,
93263,4,2021,Elec- Agricultural,Y,0,0,
93263,5,2021,Elec- Agricultural,Y,0,0,
93263,6,2021,Elec- Agricultural,Y,0,0,
93266,4,2021,Elec- Agricultural,Y,0,0,
93266,5,2021,Elec- Agricultural,Y,0,0,
93266,6,2021,Elec- Agricultural,Y,0,0,
93268,4,2021,Elec- Agricultural,Y,0,0,
93268,5,2021,Elec- Agricultural,Y,0,0,
93268,6,2021,Elec- Agricultural,Y,0,0,
93272,4,2021,Elec- Agricultural,Y,0,0,
93272,5,2021,Elec- Agricultural,Y,0,0,
93272,6,2021,Elec- Agricultural,Y,0,0,
93274,4,2021,Elec- Agricultural,Y,0,0,
93274,5,2021,Elec- Agricultural,Y,0,0,
93274,6,2021,Elec- Agricultural,Y,0,0,
93276,4,2021,Elec- Agricultural,Y,0,0,
93276,5,2021,Elec- Agricultural,Y,0,0,
93276,6,2021,Elec- Agricultural,Y,0,0,
93277,4,2021,Elec- Agricultural,Y,0,0,
93277,5,2021,Elec- Agricultural,Y,0,0,
93277,6,2021,Elec- Agricultural,Y,0,0,
93280,4,2021,Elec- Agricultural,Y,"2,191",147423397,"67,286"
93280,5,2021,Elec- Agricultural,Y,675,"93,731,345","138,861"
93280,6,2021,Elec- Agricultural,Y,549,"94,011,657","171,242"
93286,4,2021,Elec- Agricultural,Y,0,0,
93286,5,2021,Elec- Agricultural,Y,0,0,
93286,6,2021,Elec- Agricultural,Y,181,"1,510,170","8,343"
93291,4,2021,Elec- Agricultural,Y,0,0,
93291,5,2021,Elec- Agricultural,Y,0,0,
93291,6,2021,Elec- Agricultural,Y,0,0,
93292,4,2021,Elec- Agricultural,Y,0,0,
93292,5,2021,Elec- Agricultural,Y,0,0,
93292,6,2021,Elec- Agricultural,Y,0,0,
93301,4,2021,Elec- Agricultural,Y,0,0,
93301,5,2021,Elec- Agricultural,Y,0,0,
93301,6,2021,Elec- Agricultural,Y,0,0,
93304,4,2021,Elec- Agricultural,Y,0,0,
93304,5,2021,Elec- Agricultural,Y,113,"7,231,170","63,993"
93304,6,2021,Elec- Agricultural,Y,111,"7,249,788","65,313"
93305,4,2021,Elec- Agricultural,Y,0,0,
93305,5,2021,Elec- Agricultural,Y,0,0,
93305,6,2021,Elec- Agricultural,Y,0,0,
93306,4,2021,Elec- Agricultural,Y,0,0,
93306,5,2021,Elec- Agricultural,Y,0,0,
93306,6,2021,Elec- Agricultural,Y,0,0,
93307,4,2021,Elec- Agricultural,Y,702,"37,220,391","53,020"
93307,5,2021,Elec- Agricultural,Y,574,"36,513,242","63,612"
93307,6,2021,Elec- Agricultural,Y,385,"30,322,759","78,760"
93308,4,2021,Elec- Agricultural,Y,356,"28,339,901","79,606"
93308,5,2021,Elec- Agricultural,Y,0,0,
93308,6,2021,Elec- Agricultural,Y,198,"10,545,092","53,258"
93309,4,2021,Elec- Agricultural,Y,0,0,
93309,5,2021,Elec- Agricultural,Y,0,0,
93309,6,2021,Elec- Agricultural,Y,0,0,
93311,4,2021,Elec- Agricultural,Y,0,0,
93311,5,2021,Elec- Agricultural,Y,191,"29,320,437","153,510"
93311,6,2021,Elec- Agricultural,Y,191,"31,905,429","167,044"
93312,4,2021,Elec- Agricultural,Y,0,0,
93312,5,2021,Elec- Agricultural,Y,0,0,
93312,6,2021,Elec- Agricultural,Y,0,0,
93313,4,2021,Elec- Agricultural,Y,0,0,
93313,5,2021,Elec- Agricultural,Y,0,0,
93313,6,2021,Elec- Agricultural,N,189,"8,895,958","47,069"
93314,4,2021,Elec- Agricultural,Y,0,0,
93314,5,2021,Elec- Agricultural,Y,0,0,
93314,6,2021,Elec- Agricultural,Y,0,0,
93401,4,2021,Elec- Agricultural,Y,0,0,
93401,5,2021,Elec- Agricultural,Y,0,0,
93401,6,2021,Elec- Agricultural,Y,0,0,
93402,4,2021,Elec- Agricultural,Y,0,0,
93402,5,2021,Elec- Agricultural,Y,0,0,
