ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93101,1,2015,Elec- Commercial,Y,0,0,
93101,1,2015,Elec- Residential,Y,0,0,
93105,1,2015,Elec- Commercial,Y,0,0,
93105,1,2015,Elec- Residential,Y,0,0,
93110,1,2015,Elec- Commercial,Y,0,0,
93110,1,2015,Elec- Residential,Y,0,0,
93117,1,2015,Elec- Commercial,Y,0,0,
93117,1,2015,Elec- Residential,Y,0,0,
93201,1,2015,Elec- Residential,N,307,"212,381",692
93202,1,2015,Elec- Agricultural,Y,0,0,
93203,1,2015,Elec- Agricultural,Y,169,"2,686,403","15,896"
93203,1,2015,Elec- Commercial,Y,447,"4,137,391","9,256"
93203,1,2015,Elec- Industrial,Y,0,0,
93203,1,2015,Elec- Residential,Y,"4,554","2,064,431",453
93204,1,2015,Elec- Agricultural,Y,0,0,
93204,1,2015,Elec- Commercial,Y,0,0,
93204,1,2015,Elec- Industrial,Y,0,0,
93204,1,2015,Elec- Residential,N,"2,245","1,112,213",495
93206,1,2015,Elec- Agricultural,Y,0,0,
93206,1,2015,Elec- Commercial,Y,0,0,
93206,1,2015,Elec- Industrial,Y,0,0,
93206,1,2015,Elec- Residential,N,514,"384,461",748
93210,1,2015,Elec- Agricultural,Y,0,0,
93210,1,2015,Elec- Commercial,Y,0,0,
93210,1,2015,Elec- Industrial,Y,0,0,
93210,1,2015,Elec- Residential,N,"4,196","2,281,047",544
93212,1,2015,Elec- Agricultural,Y,0,0,
93212,1,2015,Elec- Commercial,Y,0,0,
93212,1,2015,Elec- Industrial,Y,0,0,
93212,1,2015,Elec- Residential,N,"4,134","2,279,772",551
93215,1,2015,Elec- Agricultural,Y,0,0,
93219,1,2015,Elec- Agricultural,Y,0,0,
93219,1,2015,Elec- Commercial,Y,0,0,
93219,1,2015,Elec- Residential,Y,120,"104,375",870
93224,1,2015,Elec- Commercial,Y,0,0,
93224,1,2015,Elec- Industrial,Y,0,0,
93224,1,2015,Elec- Residential,N,161,"107,577",668
93225,1,2015,Elec- Agricultural,Y,0,0,
93225,1,2015,Elec- Commercial,Y,0,0,
93230,1,2015,Elec- Agricultural,Y,0,0,
93230,1,2015,Elec- Commercial,Y,0,0,
93230,1,2015,Elec- Industrial,Y,0,0,
93230,1,2015,Elec- Residential,N,920,"908,178",987
93234,1,2015,Elec- Agricultural,Y,0,0,
93234,1,2015,Elec- Commercial,Y,0,0,
93234,1,2015,Elec- Industrial,Y,0,0,
93234,1,2015,Elec- Residential,N,"1,427","659,665",462
93239,1,2015,Elec- Agricultural,Y,0,0,
93239,1,2015,Elec- Commercial,Y,0,0,
93239,1,2015,Elec- Residential,N,377,"209,086",555
93240,1,2015,Elec- Residential,Y,0,0,
93241,1,2015,Elec- Agricultural,Y,0,0,
93241,1,2015,Elec- Commercial,N,245,"1,164,146","4,752"
93241,1,2015,Elec- Residential,N,"3,397","1,757,876",517
93242,1,2015,Elec- Agricultural,Y,0,0,
93242,1,2015,Elec- Commercial,Y,0,0,
93242,1,2015,Elec- Residential,N,985,"776,168",788
93243,1,2015,Elec- Agricultural,Y,0,0,
93243,1,2015,Elec- Commercial,Y,0,0,
93243,1,2015,Elec- Industrial,Y,0,0,
93243,1,2015,Elec- Residential,N,433,"229,333",530
93245,1,2015,Elec- Agricultural,Y,0,0,
93245,1,2015,Elec- Commercial,Y,0,0,
93245,1,2015,Elec- Industrial,Y,0,0,
93245,1,2015,Elec- Residential,N,"10,126","6,460,149",638
93249,1,2015,Elec- Agricultural,Y,0,0,
93249,1,2015,Elec- Commercial,Y,0,0,
