ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,4,2020,Elec- Agricultural,Y,0,0,
93101,5,2020,Elec- Agricultural,Y,0,0,
93101,6,2020,Elec- Agricultural,Y,0,0,
93110,4,2020,Elec- Agricultural,Y,0,0,
93110,5,2020,Elec- Agricultural,Y,0,0,
93110,6,2020,Elec- Agricultural,Y,0,0,
93117,4,2020,Elec- Agricultural,Y,0,0,
93117,5,2020,Elec- Agricultural,Y,0,0,
93117,6,2020,Elec- Agricultural,Y,0,0,
93202,4,2020,Elec- Agricultural,Y,0,0,
93202,5,2020,Elec- Agricultural,Y,0,0,
93202,6,2020,Elec- Agricultural,Y,0,0,
93203,4,2020,Elec- Agricultural,Y,0,0,
93203,5,2020,Elec- Agricultural,Y,160,"11,783,516","73,647"
93203,6,2020,Elec- Agricultural,Y,161,"13,884,696","86,240"
93204,4,2020,Elec- Agricultural,Y,0,0,
93204,5,2020,Elec- Agricultural,Y,0,0,
93204,6,2020,Elec- Agricultural,Y,0,0,
93206,4,2020,Elec- Agricultural,Y,0,0,
93206,5,2020,Elec- Agricultural,N,122,"10,151,141","83,206"
93206,6,2020,Elec- Agricultural,N,121,"12,469,990","103,058"
93210,4,2020,Elec- Agricultural,Y,0,0,
93210,5,2020,Elec- Agricultural,N,107,"8,399,814","78,503"
93210,6,2020,Elec- Agricultural,Y,0,0,
93212,4,2020,Elec- Agricultural,Y,0,0,
93212,5,2020,Elec- Agricultural,Y,0,0,
93212,6,2020,Elec- Agricultural,Y,0,0,
93215,4,2020,Elec- Agricultural,Y,0,0,
93215,5,2020,Elec- Agricultural,Y,0,0,
93215,6,2020,Elec- Agricultural,Y,0,0,
93219,4,2020,Elec- Agricultural,Y,0,0,
93219,5,2020,Elec- Agricultural,Y,0,0,
93219,6,2020,Elec- Agricultural,Y,0,0,
93224,4,2020,Elec- Agricultural,Y,0,0,
93224,5,2020,Elec- Agricultural,Y,0,0,
93224,6,2020,Elec- Agricultural,Y,0,0,
93225,4,2020,Elec- Agricultural,Y,0,0,
93225,5,2020,Elec- Agricultural,Y,0,0,
93225,6,2020,Elec- Agricultural,Y,0,0,
93230,4,2020,Elec- Agricultural,Y,0,0,
93230,5,2020,Elec- Agricultural,Y,0,0,
93230,6,2020,Elec- Agricultural,Y,0,0,
93234,4,2020,Elec- Agricultural,Y,0,0,
93234,5,2020,Elec- Agricultural,Y,136,"14,557,219","107,038"
93234,6,2020,Elec- Agricultural,Y,0,0,
93239,4,2020,Elec- Agricultural,Y,0,0,
93239,5,2020,Elec- Agricultural,Y,0,0,
93239,6,2020,Elec- Agricultural,Y,0,0,
93241,4,2020,Elec- Agricultural,Y,0,0,
93241,5,2020,Elec- Agricultural,Y,0,0,
93241,6,2020,Elec- Agricultural,Y,0,0,
93242,4,2020,Elec- Agricultural,Y,0,0,
93242,5,2020,Elec- Agricultural,N,236,"4,644,059","19,678"
