ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,4,2019,Elec- Agricultural,Y,0,0,
93101,5,2019,Elec- Agricultural,Y,0,0,
93101,6,2019,Elec- Agricultural,Y,0,0,
93110,4,2019,Elec- Agricultural,Y,0,0,
93110,5,2019,Elec- Agricultural,Y,0,0,
93110,6,2019,Elec- Agricultural,Y,0,0,
93117,4,2019,Elec- Agricultural,Y,0,0,
93117,5,2019,Elec- Agricultural,Y,0,0,
93117,6,2019,Elec- Agricultural,Y,0,0,
93202,4,2019,Elec- Agricultural,Y,0,0,
93202,5,2019,Elec- Agricultural,Y,0,0,
93202,6,2019,Elec- Agricultural,Y,0,0,
93203,4,2019,Elec- Agricultural,Y,162,"7,853,949","48,481"
93203,5,2019,Elec- Agricultural,Y,0,0,
93203,6,2019,Elec- Agricultural,Y,0,0,
93204,4,2019,Elec- Agricultural,Y,0,0,
93204,5,2019,Elec- Agricultural,Y,0,0,
93204,6,2019,Elec- Agricultural,Y,0,0,
93206,4,2019,Elec- Agricultural,Y,0,0,
93206,5,2019,Elec- Agricultural,Y,0,0,
93206,6,2019,Elec- Agricultural,Y,0,0,
93210,4,2019,Elec- Agricultural,Y,0,0,
93210,5,2019,Elec- Agricultural,N,106,"4,550,149","42,926"
93210,6,2019,Elec- Agricultural,N,106,"5,710,697","53,875"
93212,4,2019,Elec- Agricultural,Y,274,"9,353,960","34,139"
93212,5,2019,Elec- Agricultural,Y,0,0,
93212,6,2019,Elec- Agricultural,Y,422,"22,671,876","53,725"
93215,4,2019,Elec- Agricultural,Y,0,0,
93215,5,2019,Elec- Agricultural,Y,0,0,
93215,6,2019,Elec- Agricultural,Y,0,0,
93219,4,2019,Elec- Agricultural,Y,0,0,
93219,5,2019,Elec- Agricultural,Y,0,0,
93219,6,2019,Elec- Agricultural,Y,0,0,
93224,4,2019,Elec- Agricultural,Y,0,0,
93224,5,2019,Elec- Agricultural,Y,0,0,
93224,6,2019,Elec- Agricultural,Y,0,0,
93225,4,2019,Elec- Agricultural,Y,0,0,
93225,5,2019,Elec- Agricultural,Y,0,0,
93225,6,2019,Elec- Agricultural,Y,0,0,
93230,4,2019,Elec- Agricultural,Y,383,"8,189,073","21,381"
93230,5,2019,Elec- Agricultural,Y,380,"7,675,769","20,199"
93230,6,2019,Elec- Agricultural,Y,383,"8,470,365","22,116"
93234,4,2019,Elec- Agricultural,Y,0,0,
93234,5,2019,Elec- Agricultural,Y,0,0,
93234,6,2019,Elec- Agricultural,Y,0,0,
93239,4,2019,Elec- Agricultural,Y,0,0,
93239,5,2019,Elec- Agricultural,Y,0,0,
93239,6,2019,Elec- Agricultural,Y,0,0,
93241,4,2019,Elec- Agricultural,Y,0,0,
93241,5,2019,Elec- Agricultural,Y,0,0,
93241,6,2019,Elec- Agricultural,Y,0,0,
93242,4,2019,Elec- Agricultural,Y,0,0,
93242,5,2019,Elec- Agricultural,Y,0,0,
93242,6,2019,Elec- Agricultural,N,241,"3,331,481","13,824"
93243,4,2019,Elec- Agricultural,Y,0,0,
93243,5,2019,Elec- Agricultural,Y,0,0,
93243,6,2019,Elec- Agricultural,Y,0,0,
93245,4,2019,Elec- Agricultural,Y,654,"7,763,254","11,870"
93245,5,2019,Elec- Agricultural,Y,930,"19,538,492","21,009"
93245,6,2019,Elec- Agricultural,N,473,"3,307,256","6,992"
93249,4,2019,Elec- Agricultural,Y,0,0,
93249,5,2019,Elec- Agricultural,Y,0,0,
93249,6,2019,Elec- Agricultural,Y,0,0,
93250,4,2019,Elec- Agricultural,Y,0,0,
93250,5,2019,Elec- Agricultural,Y,0,0,
